sex,age,emotion,strength,FID,PID
M,25,Sadness,2,32,43
F,33,Anger,2,32,44
M,29,Fear,4,32,45
F,51,Anger,2,32,46
F,61,Sadness,2,32,47
F,38,Anger,1,32,48
F,41,Anger,2,32,49
F,30,Anger,2,32,50
F,NA,Fear,2,32,51
F,60,Anger,2,32,52
M,44,Disgust,3,32,53
F,40,Disgust,2,32,54
F,52,Anger,2,32,55
F,66,Anger,3,32,56
F,20,Anger,2,32,57
F,32,Sadness,4,32,58
M,31,Anger,2,32,59
F,23,Anger,1,32,60
M,29,Sadness,2,33,1
M,48,Happiness,1,33,2
F,58,Sadness,1,33,3
F,53,Happiness,3,33,4
F,30,Disgust,1,33,5
F,31,Happiness,2,33,6
F,44,Happiness,4,33,7
F,28,Happiness,4,33,8
F,58,Happiness,1,33,9
M,37,Happiness,2,33,10
M,43,Happiness,1,33,11
F,64,Happiness,3,33,12
F,44,Happiness,5,33,13
M,33,Happiness,2,33,14
M,30,Happiness,2,33,15
F,51,Happiness,2,33,16
F,36,Happiness,1,33,17
F,23,Happiness,2,33,18
M,30,Happiness,1,33,19
F,60,Happiness,1,33,20
F,37,Happiness,1,33,21
M,47,Happiness,3,33,22
F,20,Happiness,2,33,23
F,45,Happiness,1,33,24
F,41,Happiness,2,33,25
M,26,Happiness,1,33,26
M,35,Happiness,1,33,27
F,49,Happiness,1,33,28
M,36,Happiness,1,33,29
M,18,Happiness,1,33,30
F,42,Happiness,2,33,31
M,22,Happiness,4,33,32
F,30,Happiness,3,33,33
F,60,Happiness,4,33,34
M,20,Happiness,1,33,35
M,30,Happiness,1,33,36
F,31,Happiness,1,33,37
M,37,Happiness,2,33,38
M,31,Happiness,2,33,39
F,34,Happiness,5,33,40
F,37,Happiness,1,33,41
M,25,Happiness,1,33,42
M,25,Happiness,5,33,43
F,33,Happiness,2,33,44
M,29,Surprise,2,33,45
F,51,Happiness,1,33,46
F,61,Happiness,1,33,47
F,38,Happiness,1,33,48
F,41,Happiness,1,33,49
F,30,Sadness,2,33,50
F,NA,Happiness,2,33,51
F,60,Happiness,2,33,52
M,44,Happiness,1,33,53
F,40,Happiness,4,33,54
F,52,Happiness,2,33,55
F,66,Happiness,2,33,56
F,20,Happiness,3,33,57
F,32,Happiness,2,33,58
M,31,Happiness,1,33,59
F,23,Happiness,3,33,60
M,29,Surprise,5,34,1
M,48,Surprise,5,34,2
F,58,Surprise,5,34,3
F,53,Happiness,5,34,4
F,30,Surprise,5,34,5
F,31,Happiness,5,34,6
F,44,Surprise,5,34,7
F,28,Happiness,5,34,8
F,58,Happiness,5,34,9
M,37,Fear,5,34,10
M,43,Happiness,5,34,11
F,64,Surprise,4,34,12
F,44,Happiness,5,34,13
M,33,Happiness,5,34,14
M,30,Happiness,5,34,15
F,51,Happiness,5,34,16
F,36,Happiness,5,34,17
F,23,Happiness,5,34,18
M,30,Surprise,5,34,19
F,60,Surprise,5,34,20
F,37,Happiness,5,34,21
M,47,Happiness,5,34,22
F,20,Happiness,5,34,23
F,45,Surprise,5,34,24
F,41,Happiness,5,34,25
M,26,Surprise,5,34,26
M,35,Surprise,5,34,27
F,49,Happiness,5,34,28
M,36,Surprise,5,34,29
M,18,Happiness,5,34,30
F,42,Surprise,5,34,31
M,22,Happiness,5,34,32
F,30,Happiness,5,34,33
F,60,Happiness,5,34,34
M,20,Happiness,5,34,35
M,30,Happiness,5,34,36
F,31,Happiness,5,34,37
M,37,Happiness,5,34,38
M,31,Happiness,5,34,39
F,34,Happiness,5,34,40
F,37,Surprise,5,34,41
M,25,Happiness,5,34,42
M,25,Happiness,5,34,43
F,33,Surprise,5,34,44
M,29,Surprise,5,34,45
F,51,Happiness,5,34,46
F,61,Surprise,5,34,47
F,38,Happiness,4,34,48
F,41,Happiness,5,34,49
F,30,Happiness,5,34,50
F,NA,Happiness,5,34,51
F,60,Happiness,5,34,52
M,44,Happiness,5,34,53
F,40,Surprise,5,34,54
F,52,Surprise,5,34,55
F,66,Fear,5,34,56
F,20,Happiness,5,34,57
F,32,Surprise,5,34,58
M,31,Happiness,5,34,59
F,23,Happiness,5,34,60
M,29,Disgust,3,35,1
M,48,Disgust,2,35,2
F,58,Disgust,5,35,3
F,53,Surprise,3,35,4
F,30,Anger,3,35,5
F,31,Disgust,3,35,6
F,44,Happiness,2,35,7
F,28,Surprise,4,35,8
F,58,Happiness,3,35,9
M,37,Disgust,2,35,10
M,43,Disgust,2,35,11
F,64,Disgust,5,35,12
F,44,Surprise,4,35,13
M,33,Disgust,5,35,14
M,30,Disgust,3,35,15
F,51,Surprise,2,35,16
F,36,Happiness,2,35,17
F,23,Happiness,5,35,18
M,30,Happiness,3,35,19
F,60,Disgust,3,35,20
F,37,Happiness,2,35,21
M,47,Disgust,1,35,22
F,20,Happiness,2,35,23
F,45,Disgust,5,35,24
F,41,Happiness,4,35,25
M,26,Happiness,2,35,26
M,35,Surprise,1,35,27
F,49,Disgust,5,35,28
M,36,Disgust,4,35,29
M,18,Happiness,2,35,30
F,42,Surprise,3,35,31
M,22,Surprise,3,35,32
F,30,Happiness,3,35,33
F,60,Disgust,3,35,34
M,20,Happiness,5,35,35
M,30,Happiness,2,35,36
F,31,Happiness,4,35,37
M,37,Happiness,3,35,38
M,31,Happiness,3,35,39
F,34,Happiness,1,35,40
F,37,Happiness,2,35,41
M,25,Happiness,1,35,42
M,25,Happiness,4,35,43
F,33,Happiness,2,35,44
M,29,Disgust,4,35,45
F,51,Surprise,1,35,46
F,61,Happiness,3,35,47
F,38,Disgust,2,35,48
F,41,Happiness,3,35,49
F,30,Disgust,2,35,50
F,NA,Happiness,3,35,51
F,60,Happiness,1,35,52
M,44,Happiness,3,35,53
F,40,Surprise,2,35,54
F,52,Disgust,4,35,55
F,66,Disgust,5,35,56
F,20,Happiness,3,35,57
F,32,Surprise,2,35,58
M,31,Happiness,3,35,59
F,23,Happiness,5,35,60
M,29,Disgust,4,36,1
M,48,Anger,3,36,2
F,58,Anger,5,36,3
F,53,Disgust,5,36,4
F,30,Disgust,5,36,5
F,31,Disgust,5,36,6
F,44,Disgust,5,36,7
F,28,Disgust,5,36,8
F,58,Sadness,3,36,9
M,37,Disgust,4,36,10
M,43,Sadness,4,36,11
F,64,Sadness,4,36,12
F,44,Sadness,5,36,13
M,33,Sadness,3,36,14
M,30,Disgust,5,36,15
F,51,Anger,4,36,16
F,36,Sadness,4,36,17
F,23,Anger,1,36,18
M,30,Sadness,4,36,19
F,60,Disgust,5,36,20
F,37,Sadness,2,36,21
M,47,Sadness,4,36,22
F,20,Anger,3,36,23
F,45,Sadness,5,36,24
F,41,Anger,4,36,25
M,26,Sadness,4,36,26
M,35,Sadness,5,36,27
F,49,Anger,4,36,28
M,36,Anger,4,36,29
M,18,Disgust,3,36,30
F,42,Sadness,5,36,31
M,22,Anger,4,36,32
F,30,Anger,3,36,33
F,60,Sadness,5,36,34
M,20,Anger,5,36,35
M,30,Anger,4,36,36
F,31,Disgust,4,36,37
M,37,Disgust,5,36,38
M,31,Disgust,3,36,39
F,34,Anger,5,36,40
F,37,Disgust,4,36,41
M,25,Disgust,5,36,42
M,25,Sadness,5,36,43
F,33,Disgust,3,36,44
M,29,Anger,5,36,45
F,51,Anger,3,36,46
F,61,Disgust,4,36,47
F,38,Anger,4,36,48
F,41,Anger,3,36,49
F,30,Sadness,5,36,50
F,NA,Disgust,4,36,51
F,60,Anger,4,36,52
M,44,Sadness,3,36,53
F,40,Anger,5,36,54
F,52,Disgust,4,36,55
F,66,Anger,5,36,56
F,20,Anger,5,36,57
F,32,Disgust,5,36,58
M,31,Anger,4,36,59
F,23,Sadness,4,36,60
M,29,Disgust,4,37,1
M,48,Disgust,2,37,2
F,58,Disgust,4,37,3
F,53,Disgust,3,37,4
F,30,Anger,2,37,5
F,31,Happiness,1,37,6
F,44,Happiness,2,37,7
F,28,Disgust,3,37,8
F,58,Disgust,3,37,9
M,37,Happiness,1,37,10
M,43,Disgust,2,37,11
F,64,Disgust,4,37,12
F,44,Surprise,4,37,13
M,33,Disgust,4,37,14
M,30,Happiness,2,37,15
F,51,Anger,2,37,16
F,36,Happiness,1,37,17
F,23,Surprise,2,37,18
M,30,Happiness,3,37,19
F,60,Disgust,2,37,20
F,37,Happiness,2,37,21
M,47,Disgust,2,37,22
F,20,Happiness,2,37,23
F,45,Disgust,4,37,24
F,41,Happiness,2,37,25
M,26,Disgust,1,37,26
M,35,Disgust,1,37,27
F,49,Disgust,4,37,28
M,36,Happiness,2,37,29
M,18,Happiness,2,37,30
F,42,Disgust,1,37,31
M,22,Happiness,3,37,32
F,30,Happiness,3,37,33
F,60,Anger,2,37,34
M,20,Happiness,3,37,35
M,30,Happiness,2,37,36
F,31,Happiness,2,37,37
M,37,Disgust,2,37,38
M,31,Happiness,2,37,39
F,34,Anger,1,37,40
F,37,Happiness,2,37,41
M,25,Disgust,2,37,42
M,25,Fear,4,37,43
F,33,Disgust,2,37,44
M,29,Disgust,3,37,45
F,51,Anger,1,37,46
F,61,Happiness,2,37,47
F,38,Disgust,2,37,48
F,41,Happiness,3,37,49
F,30,Disgust,3,37,50
F,NA,Happiness,2,37,51
F,60,Happiness,1,37,52
M,44,Happiness,2,37,53
F,40,Disgust,2,37,54
F,52,Disgust,2,37,55
F,66,Happiness,4,37,56
F,20,Happiness,2,37,57
F,32,Happiness,3,37,58
M,31,Disgust,2,37,59
F,23,Happiness,5,37,60
M,29,Surprise,3,38,1
M,48,Disgust,1,38,2
F,58,Anger,5,38,3
F,53,Surprise,3,38,4
F,30,Surprise,3,38,5
F,31,Anger,4,38,6
F,44,Anger,2,38,7
F,28,Fear,4,38,8
F,58,Anger,1,38,9
M,37,Disgust,2,38,10
M,43,Disgust,3,38,11
F,64,Disgust,4,38,12
F,44,Surprise,5,38,13
M,33,Disgust,3,38,14
M,30,Disgust,3,38,15
F,51,Disgust,3,38,16
F,36,Disgust,3,38,17
F,23,Surprise,3,38,18
M,30,Sadness,2,38,19
F,60,Anger,2,38,20
F,37,Disgust,1,38,21
M,47,Disgust,4,38,22
F,20,Anger,3,38,23
F,45,Anger,1,38,24
F,41,Disgust,3,38,25
M,26,Disgust,4,38,26
M,35,Disgust,2,38,27
F,49,Disgust,3,38,28
M,36,Fear,2,38,29
M,18,Surprise,2,38,30
F,42,Anger,4,38,31
M,22,Surprise,5,38,32
F,30,Disgust,4,38,33
F,60,Happiness,2,38,34
M,20,Fear,4,38,35
M,30,Disgust,2,38,36
F,31,Surprise,3,38,37
M,37,Disgust,4,38,38
M,31,Surprise,1,38,39
F,34,Anger,5,38,40
F,37,Anger,1,38,41
M,25,Surprise,4,38,42
M,25,Sadness,4,38,43
F,33,Disgust,2,38,44
M,29,Disgust,5,38,45
F,51,Disgust,2,38,46
F,61,Fear,2,38,47
F,38,Disgust,2,38,48
F,41,Fear,3,38,49
F,30,Fear,5,38,50
F,NA,Surprise,4,38,51
F,60,Anger,1,38,52
M,44,Disgust,2,38,53
F,40,Disgust,2,38,54
F,52,Disgust,2,38,55
F,66,Anger,4,38,56
F,20,Anger,3,38,57
F,32,Surprise,4,38,58
M,31,Fear,2,38,59
F,23,Disgust,3,38,60
M,29,Surprise,4,39,1
M,48,Happiness,4,39,2
F,58,Anger,5,39,3
F,53,Happiness,4,39,4
F,30,Happiness,2,39,5
F,31,Happiness,5,39,6
F,44,Happiness,4,39,7
F,28,Anger,4,39,8
F,58,Happiness,2,39,9
M,37,Anger,1,39,10
M,43,Happiness,4,39,11
F,64,Happiness,4,39,12
F,44,Happiness,4,39,13
M,33,Happiness,5,39,14
M,30,Happiness,4,39,15
F,51,Happiness,4,39,16
F,36,Happiness,5,39,17
F,23,Happiness,4,39,18
M,30,Happiness,2,39,19
F,60,Anger,4,39,20
F,37,Happiness,4,39,21
M,47,Happiness,4,39,22
F,20,Happiness,2,39,23
F,45,Happiness,4,39,24
F,41,Happiness,5,39,25
M,26,Happiness,4,39,26
M,35,Surprise,2,39,27
F,49,Happiness,4,39,28
M,36,Happiness,3,39,29
M,18,Happiness,3,39,30
F,42,Happiness,5,39,31
M,22,Happiness,3,39,32
F,30,Happiness,5,39,33
F,60,Happiness,5,39,34
M,20,Anger,3,39,35
M,30,Happiness,4,39,36
F,31,Happiness,3,39,37
M,37,Disgust,2,39,38
M,31,Happiness,4,39,39
F,34,Anger,5,39,40
F,37,Happiness,3,39,41
M,25,Happiness,2,39,42
M,25,Happiness,4,39,43
F,33,Happiness,5,39,44
M,29,Happiness,5,39,45
F,51,Happiness,4,39,46
F,61,Happiness,5,39,47
F,38,Disgust,2,39,48
F,41,Happiness,4,39,49
F,30,Happiness,4,39,50
F,NA,Happiness,4,39,51
F,60,Happiness,4,39,52
M,44,Happiness,3,39,53
F,40,Happiness,2,39,54
F,52,Happiness,3,39,55
F,66,Anger,5,39,56
F,20,Happiness,5,39,57
F,32,Happiness,3,39,58
M,31,Happiness,4,39,59
F,23,Happiness,5,39,60
M,29,Disgust,4,40,1
M,48,Disgust,2,40,2
F,58,Anger,5,40,3
F,53,Anger,4,40,4
F,30,Disgust,2,40,5
F,31,Disgust,3,40,6
F,44,Disgust,2,40,7
F,28,Anger,4,40,8
F,58,Anger,3,40,9
M,37,Anger,3,40,10
M,43,Sadness,3,40,11
F,64,Fear,2,40,12
F,44,Anger,4,40,13
M,33,Surprise,2,40,14
M,30,Anger,2,40,15
F,51,Sadness,3,40,16
F,36,Disgust,2,40,17
F,23,Anger,4,40,18
M,30,Disgust,2,40,19
F,60,Anger,3,40,20
F,37,Anger,1,40,21
M,47,Anger,3,40,22
F,20,Anger,3,40,23
F,45,Sadness,2,40,24
F,41,Anger,3,40,25
M,26,Anger,2,40,26
M,35,Sadness,3,40,27
F,49,Disgust,4,40,28
M,36,Anger,3,40,29
M,18,Disgust,2,40,30
F,42,Happiness,1,40,31
M,22,Sadness,4,40,32
F,30,Anger,3,40,33
F,60,Anger,5,40,34
M,20,Anger,3,40,35
M,30,Anger,1,40,36
F,31,Sadness,4,40,37
M,37,Disgust,2,40,38
M,31,Disgust,1,40,39
F,34,Anger,5,40,40
F,37,Anger,1,40,41
M,25,Disgust,3,40,42
M,25,Sadness,4,40,43
F,33,Anger,2,40,44
M,29,Surprise,4,40,45
F,51,Anger,2,40,46
F,61,Sadness,2,40,47
F,38,Anger,2,40,48
F,41,Anger,1,40,49
F,30,Anger,3,40,50
F,NA,Fear,3,40,51
F,60,Anger,2,40,52
M,44,Disgust,4,40,53
F,40,Anger,2,40,54
F,52,Disgust,3,40,55
F,66,Sadness,5,40,56
F,20,Anger,5,40,57
F,32,Disgust,3,40,58
M,31,Anger,3,40,59
F,23,Anger,3,40,60
M,29,Surprise,4,41,1
M,48,Surprise,2,41,2
F,58,Sadness,1,41,3
F,53,Anger,3,41,4
F,30,Anger,1,41,5
F,31,Surprise,5,41,6
F,44,Happiness,1,41,7
F,28,Surprise,3,41,8
F,58,Happiness,1,41,9
M,37,Anger,1,41,10
M,43,Anger,1,41,11
F,64,Surprise,3,41,12
F,44,Happiness,3,41,13
M,33,Happiness,1,41,14
M,30,Disgust,1,41,15
F,51,Surprise,1,41,16
F,36,Anger,1,41,17
F,23,Happiness,1,41,18
M,30,Happiness,1,41,19
F,60,Anger,2,41,20
F,37,Anger,2,41,21
M,47,Happiness,1,41,22
F,20,Anger,1,41,23
F,45,Disgust,1,41,24
F,41,Sadness,2,41,25
M,26,Sadness,1,41,26
M,35,Sadness,1,41,27
F,49,Anger,3,41,28
M,36,Happiness,1,41,29
M,18,Anger,1,41,30
F,42,Disgust,3,41,31
M,22,Happiness,1,41,32
F,30,Anger,1,41,33
F,60,Anger,1,41,34
M,20,Sadness,1,41,35
M,30,Anger,1,41,36
F,31,Surprise,3,41,37
M,37,Surprise,2,41,38
M,31,Disgust,1,41,39
F,34,Happiness,1,41,40
F,37,Anger,1,41,41
M,25,Anger,1,41,42
M,25,Fear,5,41,43
F,33,Happiness,1,41,44
M,29,Surprise,4,41,45
F,51,Surprise,2,41,46
F,61,Anger,2,41,47
F,38,Surprise,1,41,48
F,41,Anger,2,41,49
F,30,Anger,2,41,50
F,NA,Anger,3,41,51
F,60,Anger,1,41,52
M,44,Happiness,1,41,53
F,40,Anger,3,41,54
F,52,Anger,1,41,55
F,66,Happiness,4,41,56
F,20,Surprise,2,41,57
F,32,Disgust,5,41,58
M,31,Anger,1,41,59
F,23,Happiness,1,41,60
M,29,Surprise,4,42,1
M,48,Happiness,2,42,2
F,58,Fear,5,42,3
F,53,Happiness,2,42,4
F,30,Surprise,3,42,5
F,31,Happiness,3,42,6
F,44,Fear,3,42,7
F,28,Happiness,4,42,8
F,58,Fear,4,42,9
M,37,Anger,2,42,10
M,43,Fear,4,42,11
F,64,Fear,4,42,12
F,44,Fear,4,42,13
M,33,Happiness,4,42,14
M,30,Fear,3,42,15
F,51,Fear,3,42,16
F,36,Fear,4,42,17
F,23,Happiness,5,42,18
M,30,Fear,2,42,19
F,60,Surprise,5,42,20
F,37,Happiness,4,42,21
M,47,Fear,3,42,22
F,20,Happiness,3,42,23
F,45,Fear,5,42,24
F,41,Surprise,3,42,25
M,26,Disgust,2,42,26
M,35,Surprise,1,42,27
F,49,Fear,4,42,28
M,36,Anger,3,42,29
M,18,Anger,1,42,30
F,42,Surprise,2,42,31
M,22,Happiness,4,42,32
F,30,Happiness,4,42,33
F,60,Fear,4,42,34
M,20,Anger,2,42,35
M,30,Happiness,3,42,36
F,31,Surprise,3,42,37
M,37,Disgust,2,42,38
M,31,Happiness,2,42,39
F,34,Happiness,5,42,40
F,37,Happiness,2,42,41
M,25,Fear,4,42,42
M,25,Happiness,4,42,43
F,33,Happiness,4,42,44
M,29,Happiness,4,42,45
F,51,Fear,2,42,46
F,61,Happiness,4,42,47
F,38,Happiness,2,42,48
F,41,Happiness,3,42,49
F,30,Fear,4,42,50
F,NA,Fear,3,42,51
F,60,Happiness,3,42,52
M,44,Surprise,2,42,53
F,40,Happiness,5,42,54
F,52,Fear,2,42,55
F,66,Surprise,5,42,56
F,20,Happiness,5,42,57
F,32,Happiness,3,42,58
M,31,Happiness,3,42,59
F,23,Fear,2,42,60
M,29,Disgust,4,43,1
M,48,Disgust,3,43,2
F,58,Disgust,1,43,3
F,53,Disgust,5,43,4
F,30,Disgust,3,43,5
F,31,Disgust,4,43,6
F,44,Anger,3,43,7
F,28,Anger,5,43,8
F,58,Disgust,3,43,9
M,37,Disgust,3,43,10
M,43,Disgust,3,43,11
F,64,Disgust,4,43,12
F,44,Fear,4,43,13
M,33,Disgust,4,43,14
M,30,Anger,4,43,15
F,51,Fear,2,43,16
F,36,Disgust,2,43,17
F,23,Anger,3,43,18
M,30,Anger,2,43,19
F,60,Disgust,4,43,20
F,37,Anger,2,43,21
M,47,Anger,3,43,22
F,20,Anger,2,43,23
F,45,Disgust,4,43,24
F,41,Disgust,2,43,25
M,26,Anger,2,43,26
M,35,Disgust,1,43,27
F,49,Disgust,4,43,28
M,36,Anger,4,43,29
M,18,Anger,2,43,30
F,42,Anger,4,43,31
M,22,Surprise,4,43,32
F,30,Disgust,3,43,33
F,60,Anger,4,43,34
M,20,Anger,4,43,35
M,30,Anger,2,43,36
F,31,Disgust,3,43,37
M,37,Disgust,3,43,38
M,31,Disgust,1,43,39
F,34,Anger,5,43,40
F,37,Anger,2,43,41
M,25,Disgust,4,43,42
M,25,Happiness,4,43,43
F,33,Disgust,4,43,44
M,29,Surprise,3,43,45
F,51,Disgust,3,43,46
F,61,Disgust,4,43,47
F,38,Happiness,1,43,48
F,41,Anger,3,43,49
F,30,Fear,4,43,50
F,NA,Anger,3,43,51
F,60,Anger,4,43,52
M,44,Anger,2,43,53
F,40,Happiness,1,43,54
F,52,Fear,2,43,55
F,66,Anger,5,43,56
F,20,Anger,3,43,57
F,32,Anger,4,43,58
M,31,Disgust,2,43,59
F,23,Anger,3,43,60
M,29,Disgust,4,44,1
M,48,Disgust,3,44,2
F,58,Disgust,1,44,3
F,53,Sadness,3,44,4
F,30,Disgust,3,44,5
F,31,Disgust,5,44,6
F,44,Anger,2,44,7
F,28,Disgust,4,44,8
F,58,Anger,3,44,9
M,37,Disgust,3,44,10
M,43,Anger,3,44,11
F,64,Disgust,4,44,12
F,44,Sadness,4,44,13
M,33,Anger,3,44,14
M,30,Anger,3,44,15
F,51,Disgust,3,44,16
F,36,Anger,1,44,17
F,23,Disgust,2,44,18
M,30,Anger,3,44,19
F,60,Disgust,3,44,20
F,37,Disgust,2,44,21
M,47,Anger,2,44,22
F,20,Anger,3,44,23
F,45,Disgust,4,44,24
F,41,Disgust,2,44,25
M,26,Disgust,1,44,26
M,35,Disgust,3,44,27
F,49,Disgust,4,44,28
M,36,Anger,3,44,29
M,18,Anger,1,44,30
F,42,Disgust,1,44,31
M,22,Anger,3,44,32
F,30,Disgust,2,44,33
F,60,Disgust,2,44,34
M,20,Anger,3,44,35
M,30,Anger,2,44,36
F,31,Disgust,1,44,37
M,37,Disgust,1,44,38
M,31,Disgust,2,44,39
F,34,Anger,5,44,40
F,37,Anger,2,44,41
M,25,Disgust,3,44,42
M,25,Sadness,3,44,43
F,33,Disgust,2,44,44
M,29,Surprise,3,44,45
F,51,Anger,3,44,46
F,61,Happiness,1,44,47
F,38,Disgust,2,44,48
F,41,Anger,1,44,49
F,30,Fear,3,44,50
F,NA,Anger,3,44,51
F,60,Anger,3,44,52
M,44,Disgust,1,44,53
F,40,Disgust,4,44,54
F,52,Disgust,3,44,55
F,66,Disgust,1,44,56
F,20,Anger,3,44,57
F,32,Disgust,2,44,58
M,31,Anger,2,44,59
F,23,Anger,3,44,60
M,29,Disgust,3,45,1
M,48,Happiness,4,45,2
F,58,Happiness,3,45,3
F,53,Happiness,5,45,4
F,30,Anger,5,45,5
F,31,Happiness,4,45,6
F,44,Happiness,4,45,7
F,28,Disgust,3,45,8
F,58,Anger,4,45,9
M,37,Anger,4,45,10
M,43,Happiness,5,45,11
F,64,Happiness,5,45,12
F,44,Fear,3,45,13
M,33,Happiness,5,45,14
M,30,Happiness,4,45,15
F,51,Happiness,4,45,16
F,36,Happiness,5,45,17
F,23,Happiness,4,45,18
M,30,Happiness,4,45,19
F,60,Happiness,4,45,20
F,37,Happiness,4,45,21
M,47,Happiness,3,45,22
F,20,Happiness,2,45,23
F,45,Happiness,3,45,24
F,41,Happiness,4,45,25
M,26,Happiness,4,45,26
M,35,Happiness,5,45,27
F,49,Happiness,5,45,28
M,36,Happiness,4,45,29
M,18,Happiness,3,45,30
F,42,Happiness,4,45,31
M,22,Happiness,2,45,32
F,30,Happiness,5,45,33
F,60,Happiness,5,45,34
M,20,Anger,4,45,35
M,30,Happiness,3,45,36
F,31,Happiness,5,45,37
M,37,Happiness,2,45,38
M,31,Happiness,3,45,39
F,34,Happiness,5,45,40
F,37,Happiness,3,45,41
M,25,Happiness,2,45,42
M,25,Surprise,4,45,43
F,33,Happiness,4,45,44
M,29,Happiness,4,45,45
F,51,Happiness,4,45,46
F,61,Happiness,4,45,47
F,38,Happiness,3,45,48
F,41,Happiness,4,45,49
F,30,Happiness,4,45,50
F,NA,Anger,2,45,51
F,60,Happiness,4,45,52
M,44,Happiness,4,45,53
F,40,Happiness,5,45,54
F,52,Happiness,3,45,55
F,66,Happiness,5,45,56
F,20,Happiness,5,45,57
F,32,Happiness,5,45,58
M,31,Happiness,2,45,59
F,23,Happiness,5,45,60
M,29,Disgust,4,46,1
M,48,Anger,4,46,2
F,58,Anger,4,46,3
F,53,Happiness,2,46,4
F,30,Anger,5,46,5
F,31,Anger,4,46,6
F,44,Happiness,3,46,7
F,28,Happiness,5,46,8
F,58,Anger,3,46,9
M,37,Anger,5,46,10
M,43,Happiness,5,46,11
F,64,Happiness,4,46,12
F,44,Fear,5,46,13
M,33,Happiness,5,46,14
M,30,Happiness,5,46,15
F,51,Happiness,5,46,16
F,36,Happiness,5,46,17
F,23,Happiness,5,46,18
M,30,Disgust,4,46,19
F,60,Anger,5,46,20
F,37,Happiness,4,46,21
M,47,Anger,2,46,22
F,20,Happiness,2,46,23
F,45,Anger,5,46,24
F,41,Happiness,4,46,25
M,26,Happiness,4,46,26
M,35,Happiness,5,46,27
F,49,Happiness,5,46,28
M,36,Happiness,4,46,29
M,18,Happiness,2,46,30
F,42,Fear,3,46,31
M,22,Happiness,4,46,32
F,30,Happiness,5,46,33
F,60,Anger,5,46,34
M,20,Anger,5,46,35
M,30,Happiness,3,46,36
F,31,Happiness,5,46,37
M,37,Anger,5,46,38
M,31,Happiness,2,46,39
F,34,Anger,5,46,40
F,37,Anger,2,46,41
M,25,Anger,4,46,42
M,25,Happiness,5,46,43
F,33,Surprise,4,46,44
M,29,Happiness,5,46,45
F,51,Happiness,5,46,46
F,61,Happiness,3,46,47
F,38,Anger,4,46,48
F,41,Happiness,5,46,49
F,30,Happiness,4,46,50
F,NA,Anger,4,46,51
F,60,Happiness,5,46,52
M,44,Happiness,5,46,53
F,40,Happiness,3,46,54
F,52,Anger,2,46,55
F,66,Happiness,5,46,56
F,20,Happiness,3,46,57
F,32,Anger,5,46,58
M,31,Anger,3,46,59
F,23,Happiness,5,46,60
M,29,Disgust,4,47,1
M,48,Disgust,2,47,2
F,58,Disgust,1,47,3
F,53,Happiness,3,47,4
F,30,Anger,4,47,5
F,31,Happiness,2,47,6
F,44,Fear,4,47,7
F,28,Anger,3,47,8
F,58,Disgust,2,47,9
M,37,Anger,2,47,10
M,43,Fear,3,47,11
F,64,Happiness,2,47,12
F,44,Fear,4,47,13
M,33,Happiness,4,47,14
M,30,Happiness,3,47,15
F,51,Happiness,3,47,16
F,36,Fear,3,47,17
F,23,Happiness,5,47,18
M,30,Disgust,2,47,19
F,60,Happiness,4,47,20
F,37,Happiness,2,47,21
M,47,Happiness,3,47,22
F,20,Happiness,3,47,23
F,45,Anger,3,47,24
F,41,Surprise,4,47,25
M,26,Surprise,2,47,26
M,35,Happiness,2,47,27
F,49,Happiness,4,47,28
M,36,Fear,2,47,29
M,18,Happiness,1,47,30
F,42,Surprise,4,47,31
M,22,Happiness,4,47,32
F,30,Happiness,5,47,33
F,60,Happiness,2,47,34
M,20,Anger,2,47,35
M,30,Happiness,2,47,36
F,31,Happiness,3,47,37
M,37,Disgust,4,47,38
M,31,Happiness,2,47,39
F,34,Happiness,5,47,40
F,37,Happiness,2,47,41
M,25,Fear,3,47,42
M,25,Happiness,5,47,43
F,33,Happiness,4,47,44
M,29,Surprise,4,47,45
F,51,Happiness,3,47,46
F,61,Happiness,3,47,47
F,38,Disgust,2,47,48
F,41,Happiness,4,47,49
F,30,Fear,4,47,50
F,NA,Fear,2,47,51
F,60,Happiness,5,47,52
M,44,Anger,2,47,53
F,40,Happiness,3,47,54
F,52,Disgust,2,47,55
F,66,Surprise,3,47,56
F,20,Happiness,3,47,57
F,32,Anger,2,47,58
M,31,Anger,2,47,59
F,23,Happiness,5,47,60
M,29,Disgust,4,48,1
M,48,Disgust,2,48,2
F,58,Disgust,1,48,3
F,53,Happiness,3,48,4
F,30,Happiness,3,48,5
F,31,Happiness,4,48,6
F,44,Anger,2,48,7
F,28,Happiness,5,48,8
F,58,Happiness,2,48,9
M,37,Anger,2,48,10
M,43,Happiness,4,48,11
F,64,Disgust,3,48,12
F,44,Fear,5,48,13
M,33,Happiness,3,48,14
M,30,Happiness,3,48,15
F,51,Fear,2,48,16
F,36,Happiness,2,48,17
F,23,Happiness,4,48,18
M,30,Anger,2,48,19
F,60,Anger,3,48,20
F,37,Happiness,2,48,21
M,47,Happiness,3,48,22
F,20,Happiness,4,48,23
F,45,Disgust,4,48,24
F,41,Happiness,3,48,25
M,26,Disgust,1,48,26
M,35,Happiness,4,48,27
F,49,Happiness,3,48,28
M,36,Happiness,2,48,29
M,18,Happiness,2,48,30
