memMemberNo,Gender,Age,StartDate,BMI,Freq
10312,F,23,16/04/2015,NA,1
10313,F,34,16/04/2015,32.25,3
10314,F,23,16/04/2015,NA,1
10315,M,28,16/04/2015,NA,1
10316,F,18,16/04/2015,20.25,1
10317,F,44,16/04/2015,NA,3
10318,F,21,20/04/2015,NA,2
10319,F,37,16/04/2015,24.45,16
10320,M,21,20/04/2015,NA,4
10321,F,28,16/04/2015,22.36,4
10322,F,39,16/04/2015,19.57,1
10323,M,39,16/04/2015,NA,1
10324,M,40,16/04/2015,25.95,2
10325,M,34,16/04/2015,24.75,14
10326,F,42,17/04/2015,27.92,2
10327,F,62,17/04/2015,NA,6
10328,M,32,17/04/2015,NA,3
10329,M,39,17/04/2015,NA,1
10330,F,29,17/04/2015,NA,1
10331,F,34,17/04/2015,36.07,30
10332,M,52,17/04/2015,23.52,8
10333,F,25,17/04/2015,24.8,2
10334,F,32,17/04/2015,22.5,4
10335,F,46,17/04/2015,NA,1
10336,M,40,17/04/2015,22.75,3
10337,F,36,22/04/2015,21.51,12
10338,F,45,17/04/2015,32.65,4
10339,M,21,17/04/2015,NA,29
10340,M,36,17/04/2015,27,2
10341,F,23,17/04/2015,NA,2
10342,F,23,17/04/2015,17.58,1
10343,M,34,24/04/2015,23.52,1
10344,F,24,17/04/2015,NA,3
10345,M,27,17/04/2015,21.22,32
10346,M,29,17/04/2015,NA,3
10347,M,61,19/04/2015,NA,53
10348,F,51,17/04/2015,32.07,1
10349,F,41,18/04/2015,NA,1
10350,F,25,18/04/2015,25.61,13
10351,F,25,18/04/2015,25.17,9
10352,F,30,18/04/2015,NA,6
10353,F,53,19/04/2015,NA,1
10354,M,37,18/04/2015,NA,6
10355,M,20,18/04/2015,NA,8
10356,F,20,18/04/2015,22.5,5
10357,M,25,18/04/2015,NA,13
10358,M,26,18/04/2015,NA,3
10359,M,32,18/04/2015,NA,2
10360,F,46,18/04/2015,NA,1
10361,F,35,18/04/2015,29.77,1
10362,M,31,18/04/2015,26.55,3
10363,M,17,18/04/2015,NA,1
10364,M,19,18/04/2015,22.26,1
10365,F,18,18/04/2015,18.66,1
10366,M,39,18/04/2015,NA,1
10367,F,21,20/04/2015,19.84,1
10368,F,51,18/04/2015,NA,9
10369,F,26,18/04/2015,19.17,3
10370,F,20,25/04/2015,NA,2
10371,F,55,18/04/2015,19.71,32
10372,M,25,25/04/2015,NA,2
10373,F,26,18/04/2015,25.86,1
10374,F,41,18/04/2015,26.43,3
10375,F,57,19/04/2015,35.85,101
10376,M,36,19/04/2015,NA,1
10377,F,29,19/04/2015,NA,1
10378,F,44,10/12/2015,NA,7
10379,M,27,19/04/2015,NA,1
10380,F,39,19/04/2015,32.25,5
10381,M,25,19/04/2015,24.05,2
10382,F,25,19/04/2015,27,1
10383,F,36,19/04/2015,20.25,3
10384,F,39,19/04/2015,29.7,3
10385,F,23,19/04/2015,25.46,2
10386,F,25,19/04/2015,25.82,1
10387,F,35,21/04/2015,NA,7
10388,F,44,19/04/2015,24.75,2
10389,M,19,19/04/2015,20.04,1
10390,M,21,20/04/2015,NA,12
10391,M,16,20/04/2015,NA,49
10392,M,35,20/04/2015,NA,1
10393,M,16,20/04/2015,NA,6
10394,F,53,20/04/2015,22.89,2
10395,M,16,25/04/2015,19.6,1
10396,F,23,20/04/2015,NA,1
10397,M,25,20/04/2015,NA,1
10398,M,43,20/04/2015,27.76,3
10399,F,32,20/04/2015,NA,10
10400,M,40,20/04/2015,NA,3
10401,M,73,20/04/2015,25.46,10
10402,F,45,20/04/2015,32.25,2
10403,F,34,20/04/2015,NA,11
10404,F,46,20/04/2015,28.68,1
10405,F,18,20/04/2015,NA,7
10406,M,32,20/04/2015,26.55,4
10407,F,22,20/04/2015,19.1,1
10408,F,58,8/11/2015,NA,1
10409,M,58,20/04/2015,25.46,8
10410,F,18,20/04/2015,NA,1
10411,F,57,20/04/2015,NA,4
10412,F,21,20/04/2015,NA,4
10413,M,20,4/07/2015,NA,1
10414,F,32,20/04/2015,29.02,1
10415,F,44,20/04/2015,23.9,2
10416,M,38,4/06/2015,NA,7
10417,M,35,20/04/2015,NA,2
10418,M,27,22/04/2015,NA,14
10419,F,32,20/04/2015,28.34,1
10420,F,18,20/04/2015,NA,3
10421,F,27,20/04/2015,26.29,16
10422,F,27,21/04/2015,30.04,8
10423,F,23,21/04/2015,NA,1
10424,F,64,25/06/2015,28.34,33
10425,F,31,21/04/2015,31.5,2
10426,F,46,28/04/2015,23.9,1
10427,M,30,23/04/2015,25.46,5
10428,F,30,24/04/2015,NA,7
10429,F,63,21/04/2015,NA,3
10430,F,32,21/04/2015,37.21,2
10431,F,36,21/04/2015,NA,1
10432,M,43,21/04/2015,NA,5
10433,M,23,21/04/2015,24.05,1
10434,F,47,21/04/2015,NA,2
10435,F,78,21/04/2015,27.29,1
10436,F,28,21/04/2015,19.92,2
10437,F,46,24/07/2015,NA,3
10438,F,46,21/04/2015,21.51,14
10439,F,55,21/04/2015,27.48,2
10440,F,19,21/04/2015,33.46,2
10441,F,53,21/04/2015,25.76,7
10442,F,23,21/04/2015,31.72,3
10443,F,28,21/04/2015,NA,3
10444,F,51,21/04/2015,25.46,16
10445,F,25,21/04/2015,NA,4
10446,F,23,21/04/2015,NA,3
10447,F,30,21/04/2015,NA,2
10448,F,22,21/04/2015,NA,8
10449,F,16,21/04/2015,NA,4
10450,F,20,21/04/2015,NA,4
10451,F,25,28/04/2015,NA,4
10452,M,26,21/04/2015,NA,3
10453,M,29,21/04/2015,26.05,1
10454,F,26,21/04/2015,23.32,1
10455,F,23,21/04/2015,22.5,3
10456,F,58,21/04/2015,20.25,30
10457,F,45,22/04/2015,34.99,13
10458,M,37,22/04/2015,29.69,20
10459,F,61,6/05/2015,28.68,4
10460,F,36,22/04/2015,21.51,3
10461,F,35,22/04/2015,NA,3
10462,F,22,22/04/2015,NA,6
10463,F,29,23/04/2015,NA,1
10464,F,29,22/04/2015,22.89,3
10465,F,47,22/04/2015,23.9,3
10466,F,57,22/04/2015,NA,21
10467,M,61,22/04/2015,NA,38
10468,M,36,22/04/2015,NA,4
10469,F,64,22/04/2015,NA,3
10470,F,52,22/04/2015,NA,1
10471,F,22,22/04/2015,NA,5
10472,M,23,22/04/2015,NA,1
10473,F,43,24/04/2015,NA,35
10474,F,41,22/04/2015,NA,1
10475,F,30,22/04/2015,23.9,1
10476,M,24,23/04/2015,NA,60
10477,F,36,22/04/2015,NA,1
10478,M,21,25/06/2015,NA,1
10479,F,32,22/04/2015,22.32,4
10480,M,47,22/04/2015,NA,5
10481,F,35,22/04/2015,25.66,1
10482,M,18,22/04/2015,NA,2
10483,F,34,22/04/2015,32.25,1
10484,F,33,22/04/2015,NA,2
10485,F,57,22/04/2015,36.07,1
10486,F,25,23/04/2015,24.75,3
10487,F,58,23/04/2015,23.32,2
10488,F,53,23/04/2015,NA,1
10489,F,33,23/04/2015,NA,1
10490,F,53,26/04/2015,25.66,2
10491,M,61,25/04/2015,NA,4
10492,F,27,23/04/2015,30.91,2
10493,F,37,23/04/2015,NA,1
10494,F,40,23/04/2015,NA,3
10495,F,38,29/04/2015,NA,2
10496,F,31,23/04/2015,20.25,1
10497,M,16,23/04/2015,NA,1
10498,M,63,23/04/2015,22.26,1
10499,F,41,23/04/2015,NA,12
10500,F,45,27/04/2015,NA,2
10501,M,17,23/04/2015,NA,6
10502,M,18,23/04/2015,NA,1
10503,F,49,23/04/2015,NA,2
10504,M,37,23/04/2015,25.09,4
10505,F,49,23/04/2015,NA,4
10506,F,36,23/04/2015,24.46,4
10507,M,35,23/04/2015,NA,9
10508,M,29,23/04/2015,20.62,6
10509,F,29,23/04/2015,27.34,8
10510,M,22,24/04/2015,NA,3
10511,M,35,24/04/2015,33.32,1
10512,F,53,26/04/2015,NA,1
10513,M,54,26/04/2015,NA,3
10514,F,28,24/04/2015,20.99,3
10515,M,23,24/04/2015,NA,1
10516,F,56,24/04/2015,NA,27
10517,F,44,15/08/2015,NA,5
10518,F,27,24/04/2015,25.76,16
10519,M,47,6/10/2015,NA,1
10520,F,34,24/04/2015,21.22,3
10521,F,50,24/04/2015,33.49,39
10522,F,51,24/04/2015,35.73,19
10523,F,25,24/04/2015,34.73,3
10524,F,51,24/04/2015,27.99,12
10525,F,55,28/04/2015,NA,2
10526,F,60,28/04/2015,NA,2
10527,M,19,24/04/2015,21.56,1
10528,M,17,24/04/2015,19.1,5
10529,M,16,24/04/2015,20.25,5
10530,F,37,2/05/2015,NA,1
10531,M,17,25/04/2015,NA,3
10532,M,32,25/04/2015,21.26,5
10533,F,27,25/04/2015,22.77,4
10534,M,27,25/04/2015,22.63,1
10535,F,27,25/04/2015,NA,5
10536,F,37,25/04/2015,25.76,6
10537,M,36,25/04/2015,NA,1
10538,M,32,25/04/2015,32,1
10539,F,27,25/04/2015,NA,4
10540,F,23,25/04/2015,30.76,1
10541,F,63,25/04/2015,25.46,9
10542,M,36,25/04/2015,26.96,3
10543,F,26,25/04/2015,39.69,3
10544,M,24,25/04/2015,19.78,6
10545,M,38,25/04/2015,23.51,3
10546,M,34,25/04/2015,23.37,4
10547,F,35,25/04/2015,NA,3
10548,M,35,25/04/2015,24.12,2
10549,M,40,25/04/2015,25.39,2
10550,M,40,25/04/2015,NA,5
10551,M,31,26/04/2015,26.11,8
10552,M,27,26/04/2015,26.95,1
10553,F,30,26/04/2015,NA,11
10554,M,34,26/04/2015,22.16,1
10555,F,53,26/04/2015,28.56,1
10556,M,28,26/04/2015,NA,4
10557,M,39,26/04/2015,37.29,9
10558,M,45,26/04/2015,22.05,1
10559,M,36,26/04/2015,NA,1
10560,F,20,26/04/2015,NA,1
10561,F,59,26/04/2015,26.17,5
10562,F,32,26/04/2015,34.73,2
10563,M,19,26/04/2015,NA,2
10564,M,35,26/04/2015,28.41,2
10565,M,19,26/04/2015,NA,2
10566,F,25,26/04/2015,23.2,2
10567,F,55,26/04/2015,29.7,2
10568,M,26,26/04/2015,24.39,4
10569,F,37,26/04/2015,28.34,1
10570,F,38,26/04/2015,27.34,7
10571,F,41,29/04/2015,NA,2
10572,F,51,26/04/2015,NA,1
10573,F,20,26/04/2015,NA,11
10574,F,19,26/04/2015,NA,6
10575,F,24,26/04/2015,21.7,1
10576,M,46,26/04/2015,NA,12
10577,M,33,27/04/2015,28.09,6
10578,F,50,27/04/2015,NA,1
10579,M,33,27/04/2015,20.86,1
10580,M,45,27/04/2015,NA,2
10581,M,41,27/04/2015,26.37,8
10582,M,44,5/05/2015,NA,2
10583,M,35,27/04/2015,NA,8
10584,F,17,27/04/2015,NA,1
10585,F,31,27/04/2015,21.99,1
10586,M,30,27/04/2015,24.65,1
10587,M,45,27/04/2015,NA,26
10588,F,37,27/04/2015,NA,7
10589,F,33,27/04/2015,32.98,5
10590,M,33,27/04/2015,NA,6
10591,M,27,27/04/2015,27.58,5
10592,F,17,27/04/2015,NA,3
10593,M,40,27/04/2015,24.37,2
10594,F,29,27/04/2015,27.29,1
10595,F,39,27/04/2015,NA,24
10596,M,40,27/04/2015,NA,11
10597,F,17,5/06/2015,NA,2
10598,F,63,27/04/2015,23.32,23
10599,M,44,27/04/2015,21.26,3
10600,F,23,27/04/2015,32.53,14
10601,M,31,27/04/2015,NA,1
10602,F,34,11/06/2015,NA,16
10603,F,46,27/04/2015,19.76,13
10604,F,67,27/04/2015,38.2,8
10605,F,55,29/04/2015,NA,3
10606,F,21,28/04/2015,NA,21
10607,M,31,27/04/2015,20.04,7
10608,F,30,27/04/2015,26.28,2
10609,F,25,28/04/2015,NA,9
10610,M,29,28/04/2015,23.87,1
10611,M,82,5/05/2015,NA,1
10612,F,24,28/04/2015,30.49,2
10613,F,33,28/04/2015,30.2,1
10614,M,21,28/04/2015,26.55,43
10615,F,33,28/04/2015,20.66,2
10616,F,60,28/04/2015,NA,18
10617,M,38,28/04/2015,NA,6
10618,F,21,1/12/2015,NA,7
10619,M,22,28/04/2015,28.44,1
10620,F,33,28/04/2015,NA,7
10621,M,37,26/10/2015,NA,1
10622,F,47,28/04/2015,24.17,2
10623,F,61,28/04/2015,22.05,1
10624,M,60,28/04/2015,24.17,37
10625,F,52,28/04/2015,23.52,11
10626,F,40,28/04/2015,NA,4
10627,F,17,28/04/2015,18.03,1
10628,F,19,29/04/2015,NA,2
10629,F,29,28/04/2015,NA,5
10630,F,59,28/04/2015,NA,1
10631,F,21,29/04/2015,NA,23
10632,F,27,29/04/2015,NA,1
10633,F,63,23/06/2015,23.9,1
10634,M,33,23/05/2015,NA,1
10635,F,19,29/04/2015,23.34,8
10636,M,51,29/04/2015,NA,17
10637,F,22,29/04/2015,22.27,6
10638,M,41,29/04/2015,29.59,2
10639,F,36,29/04/2015,39.1,3
10640,F,50,29/04/2015,24.8,3
10641,M,36,29/04/2015,NA,2
10642,M,53,29/04/2015,31.83,3
10643,F,34,29/04/2015,23.99,1
10644,M,67,29/04/2015,NA,3
10645,F,67,29/04/2015,NA,4
10646,F,24,29/04/2015,22.32,1
10647,F,45,17/10/2015,NA,15
10648,F,36,6/11/2015,NA,8
10649,F,38,29/04/2015,24.17,1
10650,F,36,29/04/2015,44.32,13
10651,M,26,29/04/2015,21.3,33
10652,F,41,30/04/2015,34.36,4
10653,M,38,7/10/2015,NA,7
10654,F,31,30/04/2015,NA,2
10655,F,26,19/05/2015,NA,1
10656,F,21,30/04/2015,NA,2
10657,F,32,7/07/2015,NA,1
10658,F,57,30/04/2015,NA,1
10659,M,63,26/11/2015,NA,9
10660,F,62,26/11/2015,NA,7
10661,M,41,30/04/2015,NA,87
10662,M,36,30/04/2015,NA,26
10663,M,18,7/05/2015,NA,2
10664,F,29,30/04/2015,23.9,28
10665,F,36,30/04/2015,19.78,7
10666,F,34,30/04/2015,26.29,1
10667,F,43,30/04/2015,31.07,1
10668,F,52,30/04/2015,27.48,4
10669,F,57,30/04/2015,NA,4
10670,F,29,30/04/2015,NA,1
10671,F,30,30/04/2015,NA,10
10672,F,20,30/04/2015,18,6
10673,F,43,3/05/2015,NA,2
10674,F,22,1/05/2015,37.32,4
10675,M,21,1/05/2015,25.48,4
10676,F,62,1/05/2015,NA,49
10677,M,33,1/05/2015,NA,2
10678,F,59,1/05/2015,37.32,8
10679,F,28,1/05/2015,19.78,5
10680,F,24,1/05/2015,27.58,1
10681,M,18,6/05/2015,25.98,1
10682,M,64,1/05/2015,NA,8
10683,F,59,1/05/2015,29.77,2
10684,M,16,1/05/2015,NA,7
10685,M,31,1/05/2015,25.48,22
10686,F,44,2/05/2015,18.73,2
10687,F,16,1/05/2015,NA,2
10688,F,17,1/05/2015,NA,3
10689,M,48,1/05/2015,NA,1
10690,F,59,1/05/2015,23.79,2
10691,F,33,1/05/2015,20.61,1
10692,F,21,29/05/2015,NA,5
10693,M,51,1/05/2015,22.09,8
10694,M,31,1/05/2015,24.05,2
10695,F,29,1/05/2015,22.32,3
10696,F,35,2/05/2015,19.12,2
10697,F,31,29/07/2015,NA,1
10698,F,53,2/05/2015,NA,2
10699,M,57,2/05/2015,NA,2
10700,F,27,2/05/2015,23.9,1
10701,F,27,2/05/2015,35.28,4
10702,M,33,2/05/2015,NA,1
10703,M,38,2/05/2015,NA,2
10704,M,32,2/05/2015,NA,5
10705,M,52,2/05/2015,22.81,1
10706,M,65,2/05/2015,26.04,1
10707,F,57,2/05/2015,21.22,4
10708,M,42,2/05/2015,22.44,1
10709,F,22,13/05/2015,NA,5
10710,F,39,2/05/2015,26.05,3
10711,F,32,2/05/2015,NA,6
10712,M,32,2/05/2015,NA,6
10713,M,30,3/05/2015,25.48,3
10714,F,46,3/05/2015,24.38,3
10715,M,43,3/05/2015,NA,13
10716,M,21,3/05/2015,24.16,1
10717,M,36,3/05/2015,25.25,8
10718,F,48,3/05/2015,NA,1
10719,M,30,3/05/2015,20.86,1
10720,M,30,3/05/2015,24.7,1
10721,M,36,3/05/2015,NA,3
10722,M,40,3/05/2015,NA,1
10723,F,35,3/05/2015,NA,2
10724,F,43,3/05/2015,NA,2
10725,M,39,13/12/2015,NA,6
10726,F,39,3/05/2015,29.76,3
10727,F,33,9/05/2015,NA,3
10728,F,17,6/05/2015,NA,7
10729,M,18,3/05/2015,20.93,12
10730,M,28,3/05/2015,26.37,2
10731,M,24,8/05/2015,NA,1
10732,F,16,3/05/2015,18.66,1
10733,F,39,3/05/2015,23.79,6
10734,F,27,3/05/2015,24.05,10
10735,M,29,3/05/2015,NA,1
10736,F,20,3/05/2015,NA,3
10737,M,27,4/05/2015,NA,3
10738,F,65,4/05/2015,NA,1
10739,F,28,10/05/2015,NA,1
10740,M,29,10/05/2015,NA,1
10741,F,24,4/05/2015,25.68,1
10742,M,17,4/05/2015,24.88,2
10743,M,39,4/05/2015,21.56,1
10744,M,19,5/05/2015,NA,2
10745,M,25,4/05/2015,20.56,11
10746,F,26,4/05/2015,22.48,2
10747,F,25,5/05/2015,NA,10
10748,F,20,1/06/2015,NA,24
10749,M,26,4/05/2015,NA,1
10750,F,52,5/05/2015,NA,3
10751,M,31,5/05/2015,21.56,2
10752,M,51,5/05/2015,NA,3
10753,F,36,5/05/2015,NA,1
10754,F,28,14/05/2015,NA,2
10755,M,54,2/01/2016,NA,1
10756,M,26,5/05/2015,36.07,2
10757,M,52,5/05/2015,27.76,2
10758,F,54,5/05/2015,21.99,6
10759,F,19,5/05/2015,NA,1
10760,F,63,5/05/2015,NA,4
10761,M,21,5/05/2015,NA,1
10762,F,46,5/05/2015,NA,1
10763,F,26,13/05/2015,NA,1
10764,M,54,5/05/2015,NA,12
10765,F,37,5/05/2015,32.46,1
10766,F,28,5/05/2015,35.16,4
10767,F,22,5/05/2015,NA,11
10768,F,30,5/05/2015,19.82,17
10769,F,21,5/05/2015,NA,3
10770,F,24,5/05/2015,20.45,2
10771,F,41,6/05/2015,NA,6
10772,F,55,6/05/2015,43.02,2
10773,F,35,6/05/2015,NA,2
10774,M,42,6/05/2015,NA,1
10775,F,49,6/05/2015,23.79,3
10776,F,37,6/05/2015,24.8,1
10777,M,37,7/05/2015,28.06,2
10778,F,43,15/09/2015,NA,1
10779,M,31,6/05/2015,21.22,4
10780,F,63,6/05/2015,NA,11
10781,F,61,6/05/2015,26.43,22
10782,M,62,6/05/2015,29.7,6
10783,F,31,6/05/2015,31.11,1
10784,F,36,6/05/2015,27.29,11
10785,M,34,6/05/2015,NA,1
10786,F,21,6/05/2015,27,2
10787,M,26,6/05/2015,NA,1
10788,M,33,17/05/2015,NA,34
10789,F,25,17/05/2015,NA,10
10790,F,42,6/05/2015,23.79,1
10791,F,17,25/05/2015,NA,4
10792,F,17,15/05/2015,NA,2
10793,F,20,9/06/2015,NA,1
10794,F,43,8/05/2015,30.91,7
10795,F,33,7/05/2015,NA,5
10796,M,29,7/05/2015,NA,1
10797,F,40,21/07/2015,NA,3
10798,F,37,7/05/2015,30.32,3
10799,M,63,7/05/2015,36.07,7
10800,F,56,7/05/2015,23.9,3
10801,M,47,9/05/2015,NA,4
10802,F,49,7/05/2015,NA,1
10803,F,42,7/05/2015,NA,17
10804,F,34,7/05/2015,NA,4
10805,M,55,7/05/2015,NA,3
10806,F,28,21/01/2016,NA,1
10807,F,47,9/05/2015,NA,3
10808,F,27,7/05/2015,26.37,1
10809,F,32,7/05/2015,NA,4
10810,M,34,7/05/2015,20.89,5
10811,F,37,7/05/2015,NA,1
10812,F,28,26/11/2015,NA,2
10813,F,29,14/05/2015,NA,1
10814,M,32,22/01/2016,NA,1
10815,F,33,7/05/2015,22.31,1
10816,M,40,7/05/2015,35.93,1
10817,F,38,30/05/2015,NA,3
10818,F,36,11/06/2015,NA,2
10819,M,36,9/06/2015,NA,6
10820,F,20,8/05/2015,NA,1
10821,F,53,8/05/2015,33.49,1
10822,F,36,8/05/2015,NA,3
10823,F,28,8/05/2015,36,6
10824,M,39,8/05/2015,24.46,1
10825,F,42,11/05/2015,NA,1
10826,F,36,8/05/2015,NA,2
10827,F,68,11/05/2015,NA,1
10828,F,19,11/05/2015,NA,1
10829,M,34,8/05/2015,22.81,7
10830,F,31,10/05/2015,NA,3
10831,F,31,8/05/2015,29.25,3
10832,M,19,11/05/2015,NA,25
10833,M,31,8/05/2015,23.52,4
10834,F,24,8/05/2015,41.75,3
10835,F,24,8/05/2015,30.23,1
10836,F,29,30/05/2015,23.44,1
10837,F,17,8/05/2015,NA,2
10838,F,24,11/05/2015,NA,1
10839,M,24,8/05/2015,27.69,1
10840,F,29,8/05/2015,27.32,1
10841,F,30,9/05/2015,NA,1
10842,F,45,9/05/2015,20.73,1
10843,F,32,9/05/2015,23.32,4
10844,M,46,9/05/2015,NA,2
10845,F,21,9/05/2015,25.66,28
10846,M,16,9/05/2015,NA,1
10847,M,40,9/05/2015,27.44,2
10848,F,26,9/05/2015,22.15,3
10849,F,27,21/07/2015,25.14,2
10850,F,23,9/05/2015,19.84,1
10851,F,22,9/05/2015,NA,2
10852,F,30,9/05/2015,29.07,2
10853,M,35,9/05/2015,20.86,1
10854,M,32,9/05/2015,22.5,1
10855,F,32,9/05/2015,19.12,7
10856,M,36,9/05/2015,25.48,3
10857,M,47,9/05/2015,21.22,1
10858,M,27,9/05/2015,NA,9
10859,F,33,9/05/2015,23.34,2
10860,M,35,9/05/2015,23.52,2
10861,M,37,9/05/2015,22.05,1
10862,F,57,9/05/2015,22.32,3
10863,F,50,9/05/2015,NA,2
10864,F,45,9/05/2015,24.74,29
10865,F,30,9/05/2015,NA,3
10866,M,39,16/05/2015,23.36,1
10867,F,22,9/05/2015,24.75,7
10868,M,22,9/05/2015,25.48,5
10869,F,24,12/05/2015,NA,16
10870,F,27,9/05/2015,34.73,1
10871,F,42,9/05/2015,31.14,1
10872,M,19,10/05/2015,NA,2
10873,M,23,10/05/2015,NA,1
10874,F,37,10/05/2015,NA,1
10875,F,26,10/05/2015,27,1
10876,F,22,10/05/2015,NA,12
10877,F,60,10/05/2015,20.25,5
10878,F,16,10/05/2015,NA,2
10879,F,24,10/05/2015,21.51,1
10880,F,29,10/05/2015,19.78,2
10881,F,32,10/05/2015,NA,3
10882,F,30,10/05/2015,NA,2
10883,F,22,10/05/2015,26.29,1
10884,F,24,10/05/2015,23.32,1
10885,F,26,10/05/2015,NA,1
10886,F,39,10/05/2015,25.39,3
10887,F,63,10/05/2015,20.99,7
10888,M,53,10/05/2015,22.81,7
10889,F,28,10/05/2015,NA,2
10890,M,18,10/05/2015,NA,24
10891,F,34,10/05/2015,21.51,4
10892,M,32,10/05/2015,29.7,5
10893,F,35,10/05/2015,23.3,2
10894,F,43,10/05/2015,NA,3
10895,F,38,22/06/2015,NA,1
10896,F,51,10/05/2015,31.07,1
10897,F,74,10/05/2015,NA,9
10898,M,25,14/05/2015,NA,1
10899,M,36,10/05/2015,26.79,2
10900,M,32,10/05/2015,34.6,16
10901,M,32,10/05/2015,33.06,11
10902,M,30,11/05/2015,28.73,1
10903,M,18,11/05/2015,NA,8
10904,F,39,11/05/2015,NA,7
10905,M,38,11/05/2015,NA,11
10906,M,55,11/05/2015,NA,1
10907,F,39,11/05/2015,34.4,43
10908,F,26,11/05/2015,16.73,1
10909,M,18,11/05/2015,30.23,2
10910,F,39,24/02/2016,25.63,14
10911,F,39,13/05/2015,NA,2
10912,F,22,11/05/2015,NA,4
10913,F,29,11/05/2015,NA,1
10914,M,25,11/05/2015,NA,3
10915,F,40,14/11/2015,NA,7
10916,F,57,11/05/2015,28.68,1
10917,F,47,11/05/2015,22.32,7
10918,M,49,11/05/2015,21.97,3
10919,F,30,14/02/2016,NA,2
10920,F,21,11/05/2015,NA,1
10921,F,27,11/05/2015,31.83,1
10922,F,40,11/05/2015,28.34,1
10923,F,34,12/05/2015,NA,2
10924,M,43,11/05/2015,26.96,7
10925,M,42,11/05/2015,NA,7
10926,F,34,11/05/2015,23.32,1
10927,F,38,12/05/2015,NA,12
10928,F,32,11/05/2015,21.22,1
10929,F,25,12/05/2015,NA,1
10930,F,48,12/05/2015,NA,1
10931,F,23,7/07/2015,NA,1
10932,F,50,12/05/2015,NA,30
10933,F,24,12/05/2015,17.58,5
10934,F,28,12/01/2016,NA,6
10935,F,37,15/06/2015,NA,2
10936,F,49,1/07/2015,NA,19
10937,F,27,12/05/2015,22.81,3
10938,M,59,12/05/2015,24.65,1
10939,F,36,12/05/2015,NA,5
10940,F,73,3/07/2015,29.77,4
10941,F,54,2/08/2015,NA,2
10942,F,26,12/05/2015,NA,2
10943,F,33,18/05/2015,NA,4
10944,F,62,18/05/2015,NA,4
10945,F,17,22/05/2015,NA,2
10946,F,16,12/05/2015,35.26,24
10947,F,23,12/05/2015,NA,1
10948,M,23,12/05/2015,NA,3
10949,M,38,13/05/2015,29.25,3
10950,F,34,12/05/2015,NA,1
10951,F,19,12/05/2015,22.32,2
10952,F,31,13/05/2015,25.76,1
10953,F,30,13/05/2015,39.65,1
10954,F,35,13/05/2015,NA,1
10955,F,51,13/05/2015,24.75,1
10956,M,51,13/05/2015,NA,23
10957,F,32,13/05/2015,20.3,2
10958,M,34,19/05/2015,30.34,6
10959,F,19,13/05/2015,NA,1
10960,F,74,14/05/2015,NA,21
10961,F,18,13/05/2015,NA,1
10962,F,45,26/05/2015,NA,1
10963,M,30,13/05/2015,NA,1
10964,F,30,13/05/2015,NA,3
10965,F,52,13/05/2015,34.99,15
10966,M,26,13/05/2015,23.9,1
10967,F,40,13/05/2015,NA,2
10968,M,41,13/05/2015,NA,1
10969,F,36,13/05/2015,28.34,8
10970,F,62,19/05/2015,NA,1
10971,F,38,14/05/2015,NA,3
10972,F,32,13/05/2015,29.77,2
10973,F,38,13/05/2015,24.8,1
10974,F,38,30/09/2015,NA,4
10975,F,34,30/07/2015,NA,2
10976,F,27,13/05/2015,NA,3
10977,M,51,13/05/2015,NA,2
10978,F,41,13/05/2015,20.61,4
10979,M,27,14/05/2015,21.97,2
10980,F,34,14/05/2015,NA,1
10981,F,31,14/05/2015,NA,1
10982,F,27,14/05/2015,18.96,2
10983,M,25,14/05/2015,NA,1
10984,M,22,14/05/2015,NA,1
10985,M,34,15/05/2015,NA,4
10986,F,28,14/05/2015,29.25,3
10987,F,32,14/05/2015,23.9,1
10988,M,30,14/05/2015,22.75,6
10989,F,34,14/05/2015,NA,24
10990,F,34,12/08/2015,NA,13
10991,M,52,14/05/2015,27.44,10
10992,F,29,14/05/2015,NA,2
10993,M,17,14/05/2015,22.16,13
10994,M,43,14/05/2015,NA,31
10995,M,27,14/05/2015,24.69,1
10996,F,16,31/05/2015,NA,18
10997,F,31,4/03/2016,NA,1
10998,F,52,14/05/2015,NA,1
10999,F,21,14/05/2015,22.96,4
11000,F,34,14/05/2015,22.05,2
11001,F,53,14/05/2015,33.3,5
11002,F,46,14/05/2015,NA,1
11003,M,37,14/05/2015,NA,44
11004,F,57,14/05/2015,32.46,4
11005,F,26,14/05/2015,28.68,1
11006,M,27,26/05/2015,25.48,7
11007,F,28,14/05/2015,21.99,1
11008,F,18,14/05/2015,NA,2
11009,M,39,13/06/2015,NA,2
11010,F,35,14/05/2015,NA,5
11011,F,26,14/05/2015,NA,5
11012,F,31,14/05/2015,NA,18
11013,M,24,15/05/2015,NA,19
11014,M,25,30/05/2015,NA,1
11015,M,36,14/05/2015,21.56,3
11016,M,22,14/05/2015,27,1
11017,F,19,14/05/2015,NA,1
11018,F,28,14/05/2015,23.81,1
11019,F,19,15/05/2015,35,2
11020,F,37,15/05/2015,21.61,1
11021,F,35,1/09/2015,NA,1
11022,F,36,15/05/2015,19.12,4
11023,F,30,15/05/2015,21.22,1
11024,F,34,15/05/2015,NA,3
11025,F,63,15/05/2015,37.21,5
11026,F,35,25/06/2015,NA,14
11027,F,26,15/05/2015,31.5,1
11028,F,27,15/05/2015,NA,3
